"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a-/ALV-UjUP5lqbvLIZgUzx8pSmAps8gf4TY2INZnyRH7chDTBAq1nur5eJWg=w36-h36-p-rp-mo-ba3-br100","Nicolas Verhelst","Local Guide · 29 reviews · 15 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWUXo1qW6FvNZbuvSEeqaNkLv4WNIocBLybUS3FZya3-xKXHKJhTw=w36-h36-p-rp-mo-br100","ann-sophie claeys (totebagsfordresden)","3 reviews","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocL1H4gS6qOgsSz-wJ_nENEwJQPjvOHUPCouqbhZIwfJCXXHVQ=w36-h36-p-rp-mo-br100","ASHRAF ELHAMAYDA","1 review","8 years ago","Ok","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocIBgZxOn8T63_IEXPPofJQVx6NxJ1wu4B1jh-6viUmy27luHw=w36-h36-p-rp-mo-br100","David Buyens","4 reviews","8 years ago","It's a shame how they deal with Lyme disease there, sometimes history repeats itself.  The leper period... Completely no knowledge of Lyme and disbelief... My life has become hell","Translated by Google","・","See original (Dutch)","","","Share","Like","11"
"https://lh3.googleusercontent.com/a/ACg8ocIvQ5mQZeMqEbb3eihv-_AmLEM18-CpPsWrGR3VOJXLGamzbA=w36-h36-p-rp-mo-br100","Jasper Feyaerts","12 reviews","8 years ago","thank you for your help","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXpCFXC6uRUAjlxDaDoL7nUbJFiDLCqAWZm1XyO_yjcKR3UE93q=w36-h36-p-rp-mo-ba5-br100","Anne-Francoise Spinoit","Local Guide · 127 reviews · 555 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIfBeuYFcEKgsaGfBKmCJJzkEoEWvDQ01s3TRqEBr0-oT5oFQ0B=w36-h36-p-rp-mo-ba6-br100","Michael Schreurs sr.","Local Guide · 522 reviews · 408 photos","8 years ago","Great doctors and profs. Very knowledgeable in many areas.","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjVa96hpZc3fsl9bp_HOsb9sAjLdwWiV9XPchiyJqmCTHZPsay5oZA=w36-h36-p-rp-mo-ba5-br100","Fleur De Baerdemaeker","Local Guide · 131 reviews · 30 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU0XVnEveLY4r-MhGyT2qn4gKMornWbMQunxAdOIyHrcqdZdVB8zQ=w36-h36-p-rp-mo-ba4-br100","Hugo Carvalho","Local Guide · 233 reviews · 40 photos","8 years ago","Good and large academic hospital.","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocK2YteeOmSkdppet5nW2ISBjezBHQ82QnR5K78w0_XeBV-PGg=w36-h36-p-rp-mo-br100","melissa van der leene","6 reviews","8 years ago","Visiting the emergency room after a burned down house... my mother has a coughing fit after inhaling too much smoke. nurses stood there and looked at it...no help unfriendly no sympathy after a horrible night!!!! When we drove out we apparently also had to pay for parking!!!! Hello, no money!!! everything has burned down!!!! Scandalous!!! Thank you to the security who opened the barriers anyway.","Translated by Google","・","See original (Dutch)","","","Share","Like","8"
"https://lh3.googleusercontent.com/a-/ALV-UjXSmxWht6qscGKXKqSd4u66zylgWKVb05RO3xWputUiwNa_DuAkzg=w36-h36-p-rp-mo-ba5-br100","Evi Verbist","Local Guide · 25 reviews · 662 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXX7yuRzSNNldsSobfPum1WQO_CEMdca08p6OY1LS-24y_-0wIa=w36-h36-p-rp-mo-br100","filip.saskia van de voorde jorissen","5 reviews","8 years ago","the best and always honest and very friendly","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWhBPyKRXhpmIpcxwtV2FCYKcg_Z66YLHwOSMHvi7cYqcLtG-gH=w36-h36-p-rp-mo-br100","Milan Decoster","7 reviews · 3 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWLpd0_FAwSzESHa1oDU3oDTpxjPbefsup6R859bw2m3sjYYF-a=w36-h36-p-rp-mo-ba4-br100","Vincent Van Gilst","Local Guide · 82 reviews · 35 photos","8 years ago","Really good hospital with many specialists in every area of ​​the body. And they invest in well-trained doctors instead of other things like in the Netherlands.","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjW0KNTXWpxacoRadFQfUt7W_-Z7RPab8Qp6Yaj0xJdXDq6DoDs=w36-h36-p-rp-mo-br100","Seda Seda'T","","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJeHUYqUP6gnivZEQ6WVqpfgARI5bwmbbkW6sUHKTOOMlmUMw=w36-h36-p-rp-mo-ba3-br100","Jannes Van Wonterghem","Local Guide · 28 reviews · 33 photos","8 years ago","Good hospital. Easily accessible and friendly staff. Only food can be better.","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjX664EZQM42DRvFtVrbGwU9u8u10iuIMJVBGn3rPB5eXNWosfF0=w36-h36-p-rp-mo-br100","khalilos kobe","1 review","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLR7RmUlfXdhNM3I1qzqEVcnAXAdUhgFddhXt1ydOU23zeZJGg=w36-h36-p-rp-mo-br100","Naima","","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKt-flQU4Ie70akolZNf9bBtSX-pwk4QAtAG-XpoQF3CbC1VmU=w36-h36-p-rp-mo-br100","E A","7 reviews","8 years ago","Hello, I live in the Netherlands and am very dissatisfied with the healthcare and the enormous healthcare costs.  You literally pay top price for everything! My wisdom teeth need to be removed. I would like to know how much it costs in Belgium to see a dental surgeon?  And also whether I can use it with my current health insurance? Here it costs €400, which I am not going to pay.   Anyone have any idea what it costs on average in Belgium?  I'd like to hear it.","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocK66Vja42wfS3sXvuFzenIsATnV_LLqEQBft82CCZY_mQblIakJ=w36-h36-p-rp-mo-ba4-br100","Yasser","Local Guide · 191 reviews · 12 photos","8 years ago","good","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjUhwUKwBjXFrCwf64XA9jNnRQXd-OrtFlueoFyOA-ocpPv61XKZJA=w36-h36-p-rp-mo-ba5-br100","Brittany De Pourquery","Local Guide · 131 reviews · 644 photos","8 years ago","Great place in Belgium for any TRANS people who are being treated there.","Translated by Google","・","See original (French)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjWXnBuedBPjmQsCh8tyrNbc29HyP9L8AS0ZF6KNKHHgBsEFuj6Y=w36-h36-p-rp-mo-ba4-br100","Bart","Local Guide · 69 reviews · 125 photos","8 years ago","In my eyes the most progressive hospital in Belgium, most modern techniques, 18 operating rooms, innovative. Only the meals provided by the company Sodexo were less, but edible. The nursing team in the department was super accommodating and friendly. Will certainly never go to another ZH again.","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocLjzfqXTpy3RqUKmwgVd5VLNnsyF5nFZMUG51EnREVUVJM=w36-h36-p-rp-mo-br100","Mcv Mcv","1 review","8 years ago","Super professional ears and good aftercare","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjX_Z1kulliuie0p6UdTVfiNYlgiQ-aMKe3XjDnUiFjpz4_5AF_h=w36-h36-p-rp-mo-ba4-br100","Jessie Walraevens (Snoepie)","Local Guide · 40 reviews · 100 photos","8 years ago","In Intensive Care the people are super polite, I have had this experience while lying there","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVwnCgk_Dp8kzW_RYmLxL2oe788NJxYnfd30pTghf4pc8UvXHoa=w36-h36-p-rp-mo-ba3-br100","Krista Van Kerkhove","Local Guide · 6 reviews","8 years ago","Very good clinic, we go to the hospital in Ghent for everything and sometimes you have to wait too long for an appointment and sometimes not and in urgent cases you have to wait so long everywhere I have been to other clinics in the past, I was not helped there, but in the hospital in Ghent they search until they have found it","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocIGItDUsSF4S5q9KerGVQjA2ZjX-rV3j6dZWVthCAu38Ub06Q=w36-h36-p-rp-mo-br100","lili lerch","2 reviews","8 years ago","Incredible service. Time and again I am grateful for the expertise, kindness and compassion of everyone we came into contact with.

I would recommend anyone who needs it to go to that hospital.","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjVJ_xp5EV2dXLwJFk9UOTcBiMem8IJi1Sb9o-FBwAFr1Ih7vsah=w36-h36-p-rp-mo-ba3-br100","Sonia De Buyser","Local Guide · 11 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXzV-CSTNkYBUfIbHP-PC8AocpYlJ1K_8PRRLZDB1jxqs7lAl9m=w36-h36-p-rp-mo-ba4-br100","Dietrich Muylaert","Local Guide · 95 reviews · 32 photos","9 years ago","Professional and decisive action by the emergency service. Was a huge help.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVtfOu5n5OUjMeJn_2wxY5kvS51LrPWiwhw-g5HphQQSlxWI53W=w36-h36-p-rp-mo-ba3-br100","Hicham EL FAQUIR","Local Guide · 19 reviews","9 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWevmTqSZqFBrCZRKnpQwy_2Oi3kn8-zXCELBeY7wXqlSEt31M=w36-h36-p-rp-mo-br100","Luc Botte","2 reviews","9 years ago","Waiting too long for emergency...","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjXw4SS0Z359Q0LaZDkkp7t8P2ZjcH38aFp6ZKUaFi2SAY0_Xc8xqw=w36-h36-p-rp-mo-ba6-br100","Gino Monteyne","Local Guide · 616 reviews · 1,930 photos","9 years ago","It may be a top hospital (and it may be). But they make the patients wait unnecessarily and unashamedly. They literally have 4 patients come in at 8am to see the same doctor so feel free to take half a day off if you have to come for a consultation. Other hospitals in Ghent score much better","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjVDfDT1pb4-1xvqpvZl4s39kg6--Id49o2YUWLpmBPckVoI534y=w36-h36-p-rp-mo-ba5-br100","Catherine Bral","Local Guide · 247 reviews · 25 photos","9 years ago","I was born there, have already had several operations and they search until they find what it is and just don't operate","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjUyy1w55SNPoT0aOGiM_0HUFvJPowV-aPQ8UHRWLyQIQ-nOo6dH=w36-h36-p-rp-mo-br100","Gerda Van de Walle","4 reviews · 1 photo","9 years ago","Have had several consultations in UZ with family or child and own operation experiences, they really go there to look for you until they can help you.
Make time to explain, you feel human under these people's hands","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjVryma-5ahXPsnsqXPAwri0ZxC8cRQLdoRbfrINu7NAuGKxkUSWeA=w36-h36-p-rp-mo-br100","Lisa Van Hoije","","9 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXmPizAkZnGVtiJXXCg_TLe3ezWeV7MG9EYFO-jqnGc2EXmMcVS=w36-h36-p-rp-mo-ba5-br100","Przypadkowy Klient Obserwator","Local Guide · 87 reviews · 9 photos","9 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUb2Q1CxFmFC4ottPSC6yqXftvqs5fMqXWuGal9GKORtDJo7SpmJA=w36-h36-p-rp-mo-ba5-br100","Toon Doesselaere","Local Guide · 303 reviews · 481 photos","9 years ago","Best hospital in Ghent","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXRqmaljMS0EqhGjZNnlZeBVpSgG4UGwXbOoekW0jSu_D7bK7Plig=w36-h36-p-rp-mo-ba5-br100","Peter D'Hoye","Local Guide · 204 reviews · 68 photos","Edited 9 years ago","Lousy free internet, all but http/https on standard ports is blocked. No imap, chat, irc, ..
As for the hospital, I find the service at Sint Lucas to be the best in Ghent so far...","","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjW5LTKL-uKqIdRVWBIoSbbWJFPM3y-BS_dcT66ejnC4LYf5-0e1=w36-h36-p-rp-mo-ba4-br100","Daphne Vernelen","Local Guide · 15 reviews · 34 photos","9 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJS-zc0A7yvW_-G10zozHmjINKkHp9LUAjbYMTWUiRJlhxh=w36-h36-p-rp-mo-br100","Mohamed Hedi Mahfoudhi","4 reviews","9 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLqBJj1GaGAMcXq8WAYZX4SsGxRZ9hTvga_xxE_j1LKjQXdrg=w36-h36-p-rp-mo-br100","C.berkum Berkum","","10 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJISqbODDZw0QndWHm6uWJU6etsPZaMylw1zALoz3_vWnCQnQ=w36-h36-p-rp-mo-br100","Enes Saglam","","10 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIxq_bAYZ0JkXHH3UL98XT945SC14dszoPxNss6YdkH7JzQgg=w36-h36-p-rp-mo-br100","Vanessa De Kezel","","10 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWtl1s2EV9HIRis_PLLRzipXkJph30gB9VpgtFC192vru755HZTMA=w36-h36-p-rp-mo-br100","Sylvie (iSylvie)","1 review","10 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXF2j0B5lALWvzqrJJNKySpsoXjZojHlGbueZczZ16Xw6CVnEziQA=w36-h36-p-rp-mo-ba2-br100","Pieter Herman","Local Guide · 15 reviews · 4 photos","10 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLJJnJYzlOs0q4kfmBvNyz6CC24_wiS9Iinr1OBr-F39xlbNw=w36-h36-p-rp-mo-br100","Jordy Verstraaten","","10 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVculkA2-30c9ZqZc1e7OLVNGUhv7E-vYHp-5SVAumsYi7SGHU=w36-h36-p-rp-mo-br100","Christina Ryckelynck","2 reviews","10 years ago","I had an operation in 1992, Professor Sereyn removed a tumor from my breast, and after 13 days I was back home! He did such a great job of treating/reshaping the breast where there was a fairly large carcinoma by cutting away everything around the bad tissue and then sewing the tissues back together, so that the shape of the breast is normal again!
The only thing I was left with was a scar, because the armpit glands were removed as a precaution.
The nursing staff was extremely competent and very friendly: I felt excellent there, to the extent possible...
In the meantime, I read that there are black viewers, that they present themselves to the Jan Yperman hospital, they cannot read photos there! I supposedly had (according to the nurse, the radiologist, the acting doctor who was called in (emergency)) a broken wrist: nothing could be further from the truth: in a plaster cast for no reason... Complainants have no need: it is too far, it is not good in terms of food, it is this and that... come on: we all know that only the treatment and care is the most important thing!!","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjVmmkToad5vdO30udfx4M-c-xUDJxL5HKO0kP2Zujy0NptzjTa8mw=w36-h36-p-rp-mo-br100","Mireille","","10 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKp8pTDdM41h5if8i9FYDlffpXq5E2tjkaufCADbBMELqTZRRr1=w36-h36-p-rp-mo-br100","Liselot Decloedt","4 reviews","11 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVcbqTXHHcQFdyMGgVB5_RIB0Xc3ThfrJqq4r_NJudhGL5WMfIJ3w=w36-h36-p-rp-mo-br100","Erikamariecharlotte Lebrun","1 review · 2 photos","11 years ago","FOLLOWING MY GENDER RESIGNATION OPERATION THIS ESTABLISHMENT IS THE MAINEST IN BELGIUM THE SURGEONS ARE VERY KIND AND THE NURSES VERY KIND AND SERVING. I RECOMMEND THEM TO EVERYONE IN BELGIUM TO ALL OF YOU A BIG THANK YOU","Translated by Google","・","See original (French)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjXCIy0ctpFcWLUnhAgJjrP7uW70C7ZtiDRqLdrxoI9_OCPqgUP6=w36-h36-p-rp-mo-br100","pascal.D.S dsp","7 reviews","11 years ago","Man man man, by appointment and still have to wait before it's up to you pfffffff ale by tonight I might have some results.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocLjTiN-ZQfVSj-d-8A3CPzuEOTQRVoKCzsEuqmU_JkYyei4nw=w36-h36-p-rp-mo-br100","Shaun Vrancken","1 review","11 years ago","Best hospital in Belgium","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjWlSXkOER77tNm5PZe42lfvNC0UQ6ZjtpwrRG-RGFDf483BZgHm=w36-h36-p-rp-mo-br100","Rita Pollie","2 reviews","Edited 11 years ago","Food bad, doctor very good, emergency very bad, had to wait far too long before a doctor came. Bad experience","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocKJZI9mW3FWZKy-U1G-_5210i3VSZ-pFXRXqtxwo6-8KRglHA=w36-h36-p-rp-mo-br100","Céline Velghe","1 review","11 years ago","Providence","Translated by Google","・","See original (Albanian)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVtr2GHHl568cm2cP9u5e6A_0k6z8WMdjJVfoVyZXYhlwr_5-8=w36-h36-p-rp-mo-ba2-br100","Kevin De Neef","Local Guide · 17 reviews","11 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIQ33HH5ms2xvDyka5FmbLZQeU6yt9GBEPS0AJl4NO88y4lhw=w36-h36-p-rp-mo-br100","Arie Jonker","5 reviews · 12 photos","12 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLEwWfTPJj4mmyMBspqtBxWZ97pZxCMhd5tHvbTTQuA9N1ogg=w36-h36-p-rp-mo-br100","Ismail Haqi","","12 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUyMbMpOt71XfJ2IbQ2J3AcnNOuIY5C-FprkBxnqOmt_h8qiaY=w36-h36-p-rp-mo-br100","Georges Leroy","","12 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU7FRkHHhdtgwccZmel1axkbNWocs3YrSj5mxCteHJHqQ2c6I-n=w36-h36-p-rp-mo-ba3-br100","Maarten Everaerts","Local Guide · 28 reviews · 8 photos","12 years ago","Spoed is 1 km from the bus stop. Try to do that with a broken foot. Shuttle service?","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
